City,State,Country,Occurred,Lon,Lat,Shape,Summary,Media,Explanation
Whitefish (?),MT,USA,9/21/2005,0.0,0.0,Flash,flashing red and green object at night.. then suddenly a flash bulb type of light went off right below it.,0,0
Whitefish Bay,WI,USA,10/15/2020,0.0,0.0,Changing,Two rows of parallel lights each containing 6 lights hovering stationary in the night sky until I started taking pictures.,0,0
Whiteford,MD,USA,3/30/2020,0.0,0.0,Light,Continuous single file objects dimly lit fly over for 15 minutes. I counted at least 16. ((Starlink satellites)),0,0
Whitehall,AR,USA,4/10/2018,0.0,0.0,Rectangle,Flying object following the Interatate.,0,0
Whitehall,MI,USA,4/27/19727/15/19984/14/1939,0.0,0.0,FlashLightLight,Green comet? Over west Michigan. ((NUFORC Note: Reported by the news media as a meteor. PD))3 to 4 colors emanating in the sky darting back and forth and disappearing and reappearing for about an hour.Orange yellow spherical light streaked across the rural forrested highway and disappeared beyond the treeline.,0,0
Whitehall,MT,USA,4/17/194911/20/20224/1/1996,0.0,0.0,LightCylinderSphere,Out with dogs one really big bright light and 1 small light 2 min observation. The disappeared quickly.I saw it coming out from hunting and took a videobrightly glowing aqua-greenish sphere comes straight down and land 50 yards out in our horse pasture with no noise and disappears.,0,0
Whitehall,NY,USA,7/18/20207/5/20064/26/20067/18/2020,0.0,0.0,RectangleOtherFlashRectangle,"I was fishing and suddenly a blue light appeared then gone about 300yrds from us wonder if it was a spirit or alienTall octagon object in the sky during lightining stormStreak of light over Whitehall, NY, pauses then vanishes is a flash of light lasted just seconds.Fishing with my son and suddenly a blue light appeared behind him then gone about 300yrds from us wonder if it was a spirit or aliem/",0,0
Whitehall,OH,USA,4/8/1984,0.0,0.0,Fireball,White strip of light that turned blue then disappeared,0,0
Whitehall,PA,USA,7/21/20208/16/20222/16/20194/27/20294/8/19394/7/20272/13/20098/10/20021/2/20024/29/19797/10/20214/22/1954,0.0,0.0,FormationOrbChevronOtherLightLightOtherCircleOtherTriangleCircleSphere,"5 or 6 orange balls/orbs forming an arrowheadBright orbs that appeared white but occasionally would have a red blink. Not planes, they did not move.I was driving and saw a v formation 3 lights that all separated simultaneously. ((anonymous report))Disappearing craft/craft with capability of being invisible witnessedFluorescent Green light shooting thought the sky towards allentown.Red light hovering in Whitehall, PA shoots up into atmosphereWHEN ALL OF THE SUDDEN THIS HUGE BLACK STING RAY SHAPED OBJECT WITH A VERY, VERY FAINT GLOW AROUND IT WAS MOVING ABOVE.I WAS SITTING IN LAWN CHAIR LOOKING AT SKY SITTING AROUND A FIRE IN AN OPEN FIELD. I WITNESSED A ROUND OBJECT AROUND THE SIZE OF A SILVDark spider-shaped objects seen flying over store - no sound, no lightsSilent Black Triangle With Lights Flying Across SkyI saw either 6 or 7 distinct white lights that kept its spacing the entire time it was visible in the skyBlack sphere with lights dropping off of it in the night sky.",Y,0
Whitehall,WI,USA,4/11/1953,0.0,0.0,Light,Single red light that did not flash.,0,0
Whitehorse,MT,USA,5/30/1998,0.0,0.0,Light,It was by 2 governmeant instilations out in the middle of nowhere at a boarder crossing into canada.I arrived at 3:50 am there was a ph,0,0
Whitehouse,NJ,USA,4/4/1932,0.0,0.0,Fireball,information worth reading concerning possible contact.,0,0
Whitehouse,TX,USA,4/20/19971/6/2006,0.0,0.0,TriangleDisk,"Ongoing nightly sightings in East Texas.1/6/06 a round silver object in Whitehouse ,TX",0,0
Whitehouse (near),NJ,USA,2/27/1986,0.0,0.0,Light,"Bright light, ""electrical sensation"" and missing time.",0,0
Whitehouse Beach,DE,USA,4/7/2028,0.0,0.0,Light,5 orange lights. 2 moved together at same speed in an offset manner from west to east. Then stopped and remained stationary. One light,0,0
Whitehouse Station,NJ,USA,12/4/20034/11/19413/26/1960,0.0,0.0,CircleOtherDisk,Bright round yellow UFO spotted on 3 different occasionsLarge white transparent & opaque w/o physical material; no sound; over hour observed it slowly moved away until it looked like starMother and children see a UFO at close range as Army helicopters appear to be pursuing it.,0,0
Whiteland,IN,USA,10/14/20198/9/20234/11/1953,0.0,0.0,DiskTriangleDisk,"I was driving home from work,snapped a few pictures andI noticed the birds in a few of my pictures then noticed what looked to be a couA large triangle with many lights flew close overhead as I was getting into my truckRed / orange craft travelling north / northwest in Whiteland IN.",0,0
Whiteman AFB,MO,USA,6/15/1966,0.0,0.0,Disk,military sighting of saucer like object in Missouri,0,0
Whitemarsh,MD,USA,4/21/2004,0.0,0.0,Fireball,4 fire ball circular objects moving in groups of 2 flying in multible formations towards the stationary blimp over whitmarsh md.,0,0
Whitemarsh,PA,USA,7/11/1969,0.0,0.0,Fireball,"Three minutes hovering silent, orange-red fireball 10 feet across 400 feet high and the vanished",0,0
Whiteriver,AZ,USA,10/17/20081/7/20205/10/1995,0.0,0.0,OvalLightLight,Me and my family were catfishing at a pond called Navajo Pit. It took us 20 minutes from home to get there. Then 30 minutes into our fiMultiple orange lights seen in a row.lights over apache community,0,0
Whiterock,CO,USA,1/3/2020,0.0,0.0,Teardrop,silver colored teardrop shape UFO in a horizontal position,0,0
Whitesboro,NY,USA,8/27/20228/18/20049/4/20014/9/1989,0.0,0.0,CylinderLightOrbOrb,"Cylinder shape coming over my roof, then rises and slowly hovers in skyA little glowing moving dot in the middle of the dayWatched small silver orb traverse 1/3rd of the sky and disappear in plain sight.Bright orb with no sound that moved slowly east and stayed low in the sky.",0,0
Whitesboro,TX,USA,8/24/201811/7/2004,0.0,0.0,LightLight,Object flashes after making a high altitude U-turnRotating Lights in the sky,0,0
Whitesburg,GA,USA,4/23/19576/15/2001,0.0,0.0,OtherOther,"Shaped like hot air balloon with basket, very well lit outline, very good directional control, mid level altitude, no soundMUFON/GEORGIA FOLLOW-UP REPORT: Investigation of multiple unknown objects by MUFON of Georgia",0,0
Whitesburg,KY,USA,4/23/19434/29/19553/19/20117/15/19656/15/19736/30/197310/19/2005,0.0,0.0,TriangleCircleRectangleLightLightCigarTriangle,"Black triangle over Whitesburg in Letcher County Kentucky.Bright light coming across sky, really prominent, no flashing beacons, first thought was it might be satellite or space station.I saw two large, rectangle objects, moving silently outlined with small lights at 3 and 5 hundred feet in air.Lights and sounds on the ground and several strange lights in a clusterStar-like light flashes different colors, hovers, and moves horizontally over 20 minute period.Cigar shaped craft stopped overhead - burned circle later in yard.Black triangle with red lights on corners and two brighter ""escorts"" silently fly overhead in night sky.",0,0
Whitesburg,TN,USA,4/8/2028,0.0,0.0,Circle,"Blue (same as sky) colored circle with red, white and blue lights on it seen around dusk.",0,0
Whitestone,NY,USA,4/23/19933/2/2002,0.0,0.0,LightTeardrop,"Bright light.blue silvery ship, had a calming effect, dog went crazy, i was rooted to the ground, vanished into thin air",0,0
"Whitestone (Queens, over)",NY,USA,6/1/1991,0.0,0.0,Disk,A disk shape object was spotted by my Dad while he was relax ing the back yard. He called to me sveral times .I thought he was pulling,0,0
Whitestown,NY,USA,6/9/2020,0.0,0.0,Triangle,Giant triangle ufo video it was right above us june 9 2020 Video Link In Description,0,0
Whitesville,WV,USA,4/10/1991,0.0,0.0,Rectangle,On film @ angelanwv youtube. http://m.youtube.com/watch?v=A67fxy0O78s We had a windstorm on 6-29-12 that caused a blackout until 7-4-12,0,0
Whitetail,MT,USA,1/24/2002,0.0,0.0,Flash,While driving home my sister and I witnessed a streak of light travel across the horizon and dissapear.,0,0
Whiteville,NC,USA,4/12/20214/21/2016,0.0,0.0,FireballTriangle,"I was driving down a rural Highway 701S leaving Clinton, NC going towards Myrtle Beach, SC. While in Whiteville, NC on 701S I witnessedV-shaped lights over NC.",0,0
Whiteville,TN,USA,11/8/2018,0.0,0.0,Circle,I don't know what it was. I was in my car I see a circle with a tail coming from it in the West night sky.,0,0
Whitewater,CA,USA,6/21/2024,0.0,0.0,Cylinder,The object was photographed while photographing the full moon,Y,0
Whitewater,CO,USA,4/9/19969/22/2023,0.0,0.0,FireballCircle,Red Green fireball in western Colorado.Seen at the same hour last 2 nights,0,0
Whitewater,WI,USA,4/14/197912/5/20209/13/2007,0.0,0.0,LightFormationCigar,Red light in sky.Straight linear formation of about 100 solid lights that went out one by onecigar-shaped,0,0
Whitewater (near),WI,USA,11/17/1974,0.0,0.0,Sphere,On a date on a dark night a white sphere rises and moves toward a group of other lights then goes at amazing speed.,0,0
Whitewright,TX,USA,4/18/19327/23/2005,0.0,0.0,EggLight,"Lights made no sound and were close enough to see the details/shape.It was like watching the changing of the guards, but they looked like moving stars?",0,0
Whiting,IN,USA,4/26/19444/25/19784/14/1941,0.0,0.0,CircleTriangleLight,Orange lights moving up down east and west. Then met up to form a circle.Triangle moving at high rate of speedUnnaturally moving blue lights. 2 of them!,0,0
Whiting,ME,USA,4/12/2009,0.0,0.0,Circle,Four red circular lights traveling silently.,0,0
Whiting,NJ,USA,4/14/19404/22/2016,0.0,0.0,OrbCircle,"I witnessed a latern-like orb of fire hovering quietly through the sky.Large circle object fell straight down from the sky Ocean County, NJ.",0,0
Whitinsville,MA,USA,4/22/19369/19/2009,0.0,0.0,FireballLight,"At 2100, my wife and I witnessed a fireball (orange Ball)moving from southeast to northwest. At first, I really didn't think anything oBright white light for 10 seconds with a fading shower. ((NUFORC Note: Missile launch. PD))",0,0
Whitley City,KY,USA,11/29/2004,0.0,0.0,Diamond,7 Diamonds were glowing in a patern in the sky. ** **** **,0,0
Whitman,MA,USA,1/23/20026/1/19717/1/19794/3/20016/1/19796/1/19797/1/19797/22/202311/11/20184/16/202110/31/2020,0.0,0.0,OtherTriangleDiskTriangleOrbOrbDiskCigarOtherCircleDiamond,"Gaseous masses in the sky2 reports in one, triangle, and 5 bright orbs.As I was walking my dog up our front walk thatThree red light in the shape of a triangle moving fast to the northa bluish white ball of light that moved with out a sounda bluish white ball of light that moved with out a soundI was walking my dog up our front walk that's when I saw this huge round thing with lights hovering between two trees..Low flying UFO, the entire object was reflectivePartial object revealed then disappeared.It started off with one single orange glowing ball of light. At first it was stationary, but then began moving to the right at a slow pTwo extremely bright red lights moving rapidly and abruptly through a clear night sky.",Y,0
Whitmire,SC,USA,4/13/20204/23/19716/17/19703/23/19654/30/197812/25/2021,0.0,0.0,LightCircleCircleOtherLightChanging,Evenly Spaced Lights. ((Starlink satellites?))Orange circular lights in a uniformed parade.2 Objects in the Sky!!The UFO I saw was on the FOX network!There was 3 red lights in the sky low above the trees in the distance ..the lights were in a line one behind the other spaced out a litBlues orbs moving very strange in the sky.,0,0
Whitmore Lake,MI,USA,4/20/20113/19/20246/10/19698/21/202012/24/194711/16/199910/31/2000,0.0,0.0,LightCircleLightCircleCigarTeardropCircle,"I saw a ball of white light that zoomed out of sight.I saw a light going up down and all around. They weren't going straight and did not blinkstar like object moving in a east to west directions suddenly stops. Watch object for about 30 secounds when a smaller light drops fromchanged direction on a dimeDec. 24, 1947 cigar shaped lighted object above the trees near Ann Arbor, MichiganObjects crossed sky from approx west to east. 1 large and 4 smaller trailing objects. Observed for at least 2 min. No sound. All had shBright Light High in the sky, moving faster than any satellite",0,0
Whitmore lake,MI,USA,3/21/2020,0.0,0.0,Light,I thought was a Satellite moving at a really fast speed was followed in a straight line by 10 to 20 others. ((Starlink satellites)),0,0
Whitney,NV,USA,11/4/2023,0.0,0.0,Circle,"So I would first look like two groups of balloons, four and five, very close together. Within seconds they drifted apart & changed dire",0,0
Whitney,TX,USA,3/12/20286/20/19814/13/20093/25/20244/14/20156/30/1981,0.0,0.0,FormationFormationChangingCircleTriangleFormation,"9 Objects in formation over Lake WhitneyA multi craft formation of various shapes and sizes.V-shaped UFO 's that changed shape that are bright white in colorLooking due west I see a strange light traveling across the sky.Very strange, big, bright lights, moving quickly, slowly, and also hovering that change directions quickly.9 craft were eventually visible for approximately 5 minutes. The lead in the formation was a large round light, followed by 7 smalle",0,Rocket
Whitney Point,NY,USA,4/1/2025,0.0,0.0,Circle,The object moved at high speed up and down and left and right in an oblong pattern. ((NUFORC Note: Probable celestial body. PD)),0,0
Whitng,NJ,USA,7/21/2022,0.0,0.0,Circle,Circle type craft moving at incredible speeds,0,0
Whitpain Township,PA,USA,4/8/2024,0.0,0.0,Formation,Big Dipper formation of orange objects.,0,0
Whitsett,NC,USA,8/5/2019,0.0,0.0,Circle,Disc appears in night sky.,0,0
Whittier,CA,USA,4/30/20011/1/19785/15/19934/18/20023/3/20066/15/19659/13/20214/1/19823/23/19564/15/198412/26/20204/20/20192/20/20018/1/197711/3/201910/30/20034/27/200710/30/20236/19/20094/11/20089/2/200410/19/20224/24/20113/10/19947/1/19692/11/20084/19/20193/11/20063/11/20063/1/19679/26/20014/5/19803/23/19404/24/19824/7/19771/29/20094/3/19916/30/19683/18/20019/30/20214/15/19453/10/20068/30/200311/23/20084/17/19554/20/20054/1/19933/31/20074/21/198912/23/20228/6/20213/10/20066/30/197712/31/200610/11/20004/22/20064/13/202811/11/20214/28/19354/15/20223/10/20064/1/19829/10/2005,0.0,0.0,EggTriangleLightLightOtherOtherLightLightOvalLightOrbCircleOtherChevronTriangleLightFormationChangingLightTriangleLightLightFireballCircleDiskLightLightSphereLightOvalFormationOvalEggFireballTriangleFireballDiskSphereOrbChangingLightCircleLightCircleFireballFireballDiskLightFireballChevronDiamondCircleTriangleCircleLightFireballOrbOtherFireballCircleOvalLightOval,"Egg shaped that emitted lights in Sky in Whittier, California left a trail. ((NUFORC Note: Rocket launch from Vandenberg AFB. PD))Colaboration of 1978 sighting in Whittier, California (Southeast Los Angeles County).I was sitting on the steps out in the front of the building, and I looked up at the sky and saw between 15-20 glowing red balls of lighbright light that hovered forward/backward and side to side.03/03/06 9:00pm red ball of light by the moon moving east, stopping, blinking, then moving again.MY MOTHER AND I SAW A SUN-LIKE SHAPED SUN OVER A HILL IN WHITTIER,CA. EXPECTING 1000'S TO BUT NO ONE SAW EXCEPT USOn September 13th at around 3:28 pm I witnessed 2 ufo as a flock of white doves flew around the cemetery. I took out my phone and caughThick bright light travels across southern California then disappears?UFO sighting one summer night back in the late 1980's.Light moving faster and higher till it disappeared.Orb of light, splits into two orbs.Irregular flight of round objects with wings and a private Cessna aircraft in pursuit.Green Meteor like object bright!Very large metallic object hovering over 605 freewayOne cluster (cluster A) was flying low in the sky (like a typical airplane height) and was being paced by a much smaller single light.light that was not a planeI was standing outside in my backyard looking up when I noticed a condensation trail. I took out my phone to take a picture which is whWas working in the field looked up and saw what seemed to be constellations in the sky and told a friend to see what I seeOne jumping light dissapears,The objects were triangular in shape and moved in a trianglular formation.For the past few days I and some friends have been gazing at the stars ((NUFORC Note: ""Twinkling"" star, we wonder?? PD))3 bright flashes like lightningAt approx. 0620 hrs., I was traveling southbound on the 605 freeway passing the city of Whittier. Traffic was heavy so I was travelit was giant I saw it with bright lights millions of lights it 2 feet above our car. I saw a windsheild in it through it I saw an objecIn the summer of 1969 living in Starlight Estates located in Whittier, California and overlooks the city of Whittier. Around 6:00 PM (3 lights in the sky stationary. uniform horizontallyBright star-like object seen moving east to west over the Los Angeles area around sunset. ((anonymous report))object returns to whittierAmazing sighting in Whittier. (Frequent sighting) ((NUFORC Note: Possible celestial bodies, perhaps ""twinkling"" stars?? PD))Two observers witnessed 500-foot long oval craft with lighted porthole windows flying low over Whittier.V-shaped formation of pale amber lightsRed oval object ejecting very small white objects before disappearingLow flying egg shaped object observed by hospital employees as it flew in front of HospitalI was in my back yard looking west towards Los Angels and seen red dots gliding and then dissaperring. ((anonymous))V-Shaped object hovering over residential neighborhood.Fast moving Fireball over Whittier, CAUFO Over Southern CaliforniaA sphere of blue/white light/energy descended from the night sky to just outside my window. It was 8-10"" and brissling with an electriPale, ruddy starlike objectToday September 30th at 4:18 pm I witnessed a ufo leaving Griffin park from Whittier rosehill cemetery Heading East at a very high speeLarge light and small light over Southeast L.A. CountyI wanted to go to the liquor store to buy some cigarets and I asked my son to come along when I stepped out of my apartment and I saw iUnblinking red light motionless for over one hour in the sky.Object at High Altitude Over Whittier/San Gabriel ValleyOrange, glowing fireball flying north; was fast as an airplane but not an airplane; after my bday party; no one else saw it?Orange fireball brings in the new year in Southern Californiaround saucer with bright lights circiling around itbright white light with violet streaks((HOAX??)) We saw 3 cylinder objects that look like a flame floating around the air among the fireworks.Fleet of silver/white chevron shaped UFO craftOn August 2nd I witnessed ufo 8 a.m. in the morning but couldnâ€™t take any pictures as it was traveling northeast because I was in a meedark brite red lite seen over whittier ca.Huge Triangle over Whittier in 1977.The sighting happend in the front of my neighbors house,everyone was outside and we were all celebrating new years eve.My neighbors dadUFO ENCOUNTER LESS THAN 300 FEETWe saw a bright red fireball like object that appeared to be too high to possibly be any earthling made air craft. The object appeared13 to 15 bright reddish/orange orb shaped objects seen flying in the sky.At Around 14:20 pm I was having a conversation with a co-worker and as he walked away to speak to the supervisor, I looked at the sky bA bright flash in a distance lit up the dark sky for a few seconds. ((NUFORC Note: Possible meteor, we wonder?? PD))2 Large round red pulsating objects in the sky appeared to be on fire. Seen by 5 people in Whittier, CA.Red Shimmering Object over Whittier CaliforniaThick bright light travels across southern California then disappears?toy ballon shaped ufo",Y,0
Whittier (viewed from),CA,USA,4/8/1959,0.0,0.0,Changing,"plasma like translucent ufo shaped like a clown shoe's sole, or sea creature, colorful. but fast moving, biological ufo?",0,0
Whittier/Santa Fe Springs,CA,USA,8/4/2023,0.0,0.0,Triangle,Triangle Shaped UAP OR UFO,Y,0
Whitwell,TN,USA,4/6/1965,0.0,0.0,Disk,Pale disk.,0,0
Why,AZ,USA,5/1/1996,0.0,0.0,light,Approx. 10-15 clusters of boomerang shaped lights,0,0
Why/Tracy,AZ,USA,2/13/2004,0.0,0.0,Formation,"My sons and I observed four bright, winking lights in the sky in a diagonal fashion in southern Arizona.",0,0
Whyndanch,NY,USA,4/18/1946,0.0,0.0,Circle,Unknown object seen flying in the sky at great speed.,0,0
